OBJECTID,BdVal,PctNum,BdName,ElectPct,Requests,Returns,PercentReturned,Party,ELECTNO_1,ELECTDATE,ELECTTTL,ELECTTL2,SHAPE__Area,SHAPE__Length
217,0315,315.0,GILBERT,0315,806,596,0.739454,DEM,1389,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,3667591.52734375,7972.04641425293
218,0713,713.0,RUSSET,0713,359,263,0.73259,DEM,1389,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,14656206.1484375,15268.432542483
219,0036,36.0,ASANTE,0036,216,149,0.689814,DEM,1389,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,24564468.9453125,21763.9733995025
220,0477,477.0,MADISON,0477,343,281,0.819241,DEM,1389,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,1022492.04296875,5001.79231922135
221,0503,503.0,MCDOWELL,0503,1059,840,0.793201,DEM,1389,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,3401771.51171875,10468.8132384759
222,0725,725.0,SAN MONTEGO,0725,57,35,0.614035,DEM,1389,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,3521257.71484375,7822.17648332676
223,0924,924.0,WITTMANN,0924,402,265,0.659203,DEM,1389,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,153660544.574219,68603.2748806157
224,0642,642.0,PIMA,0642,713,584,0.819074,DEM,1389,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,2762945.42578125,7724.62314127558
225,0281,281.0,FESTIVAL,0281,420,395,0.940476,DEM,1389,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,7645590.28515625,13493.7042495016
226,0466,466.0,LONGMORE,0466,417,235,0.563549,DEM,1389,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,6424808.375,15233.8446289791
227,0404,404.0,JOHN CABOT,0404,749,514,0.686248,DEM,1389,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,6539048.078125,11758.2663934857
228,0525,525.0,MOHAVE,0525,908,734,0.80837,DEM,1389,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,4231506.9609375,11338.6755430261
229,0100,100.0,CANTERBURY,0100,864,739,0.855324,DEM,1389,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,3493858.3046875,10041.0403380904
230,0438,438.0,LAS SENDAS,0438,697,552,0.791965,DEM,1389,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,8049380.31640625,13564.2396271053
231,0243,243.0,DURANGO,0243,804,443,0.550995,DEM,1389,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,13097434.3867188,20692.1726755597
232,0856,856.0,TURNEY,0856,1771,1398,0.789384,DEM,1389,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,3280616.0,9784.8594635323
233,0761,761.0,SILVERADO,0761,1865,1164,0.624128,DEM,1389,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,5631672.390625,10614.4625289834
234,0150,150.0,COLTER,0150,634,349,0.550473,DEM,1389,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,1933797.484375,6009.97148873666
235,0045,45.0,AVONDALE,0045,660,297,0.45,DEM,1389,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,5487217.48828125,11886.7484290376
236,0692,692.0,RIO VERDE,0692,791,679,0.858407,DEM,1389,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,77250256.328125,64983.4573847145
237,0495,495.0,MARTIN,0495,217,117,0.53917,DEM,1389,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,275559422.914063,87332.746833537
238,0400,400.0,JANICE,0400,630,411,0.65238,DEM,1389,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,3160144.92578125,8160.06316323285
239,0318,318.0,GLENCROFT,0318,804,426,0.52985,DEM,1389,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,3578921.94921875,7576.42048510864
240,0898,898.0,WESTRIDGE,0898,1089,456,0.418732,DEM,1389,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,16712013.4023438,19126.1107821222
241,0820,820.0,SURPRISE,0820,774,411,0.531007,DEM,1389,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,5944696.984375,11791.972293032
242,0502,502.0,MCDONALD,0502,240,212,0.883333,DEM,1389,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,1145953.57421875,4507.88667112817
243,0112,112.0,CARVER,0112,1414,1022,0.722772,DEM,1389,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,11040898.0859375,18641.476723035
244,0066,66.0,BLOOM,0066,459,296,0.64488,DEM,1389,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,3739785.69921875,9661.3750718935
245,0666,666.0,PYRAMID PEAK,0666,717,544,0.758716,DEM,1389,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,7270366.8671875,12354.4744296091
246,0105,105.0,CARDINAL,0105,1067,834,0.78163,DEM,1389,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,9579173.0625,13793.8713995267
247,0702,702.0,ROESER,0702,2016,1152,0.571428,DEM,1389,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,8087756.40234375,13975.9140022772
248,0676,676.0,RED MOUNTAIN,0676,747,596,0.797858,DEM,1389,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,13613949.46875,17935.9014045334
249,0758,758.0,SIESTA,0758,357,274,0.767507,DEM,1389,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,1867986.37890625,5779.19336502632
250,0202,202.0,DEERVIEW,0202,235,165,0.702127,DEM,1389,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,1888567.05078125,5832.18430251927
251,0451,451.0,LIME,0451,97,70,0.721649,DEM,1389,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,3697336.8203125,7692.87797742629
252,0195,195.0,DALLAS,0195,929,569,0.612486,DEM,1389,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,8167757.875,14988.3166882592
253,0094,94.0,CAMBRIDGE,0094,260,132,0.507692,DEM,1389,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,999396.671875,3984.75023688963
254,0479,479.0,MADISON PARK,0479,1594,1186,0.74404,DEM,1389,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,5157612.16015625,12744.6954313236
255,0612,612.0,PALO VERDE,0612,1575,943,0.59873,DEM,1389,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,5528625.15625,9595.84961450252
256,0234,234.0,DOVE VALLEY,0234,538,371,0.689591,DEM,1389,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,11474393.1679688,15517.4055165311
257,0174,174.0,COTTONWOOD COUNTRY CLUB,0174,1027,916,0.891918,DEM,1389,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,7463704.8046875,11580.2642706129
258,0437,437.0,LAS COLINAS,0437,891,543,0.609427,DEM,1389,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,7066748.64453125,13701.2017246393
259,0694,694.0,RIVERSIDE,0694,1240,621,0.500806,DEM,1389,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,35439980.0859375,27849.339583024
260,0510,510.0,MESA GRAND,0510,255,151,0.592156,DEM,1389,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,1845738.8125,5754.45061711741
261,0625,625.0,PEAK VIEW,0625,443,387,0.873589,DEM,1389,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,20198894.0664063,20347.437876802
262,0030,30.0,ARCADIA,0030,950,808,0.850526,DEM,1389,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,3773772.62890625,7780.43275552885
263,0137,137.0,CLEARWATER,0137,300,253,0.843333,DEM,1389,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,7655273.7421875,12227.1424287508
264,0506,506.0,MCQUEEN,0506,845,550,0.650887,DEM,1389,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,3697721.8359375,7689.80466948717
265,0682,682.0,REFLECTION,0682,250,153,0.612,DEM,1389,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,1707692.96484375,5785.24619995103
266,0248,248.0,EASTMARK,0248,662,482,0.728096,DEM,1389,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,2813676.00390625,6798.86362160296
267,0851,851.0,TRILOGY,0851,813,559,0.687576,DEM,1389,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,4113319.33203125,8468.22234016476
268,0732,732.0,SANTA MARIA,0732,733,333,0.454297,DEM,1389,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,5471767.0859375,9584.70704735587
269,0285,285.0,FLYNN,0285,504,227,0.450396,DEM,1389,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,1846189.98828125,5777.20141665135
270,0191,191.0,CULVER,0191,777,347,0.446589,DEM,1389,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,1870129.8671875,5797.74160847122
271,0188,188.0,CROSSROADS PARK,0188,630,405,0.642857,DEM,1389,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,4512337.1328125,11126.6122675093
272,0082,82.0,BUFFALO RIDGE,0082,959,678,0.706986,DEM,1389,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,5692958.54296875,11766.6910609669
273,0621,621.0,PARKWOOD,0621,376,263,0.699468,DEM,1389,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,4978406.171875,9786.08594465191
274,0821,821.0,SURPRISE FARMS,0821,678,414,0.610619,DEM,1389,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,3661108.36328125,7613.66897242707
275,0536,536.0,MOUNTAIN GATE,0536,726,569,0.783746,DEM,1389,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,4674225.9375,12123.7812725081
276,0853,853.0,TULANE,0853,1163,821,0.705932,DEM,1389,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,7448299.421875,11588.4590968099
277,0329,329.0,GRAND,0329,1171,1077,0.919726,DEM,1389,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,11780517.125,19835.2917526856
278,0180,180.0,COYOTE LAKES,0180,405,265,0.65432,DEM,1389,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,7331281.97265625,13993.8099245336
279,0867,867.0,VELERO,0867,415,295,0.710843,DEM,1389,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,1914337.8359375,6196.51291731346
280,0310,310.0,GERONIMO,0310,418,289,0.691387,DEM,1389,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,1867763.4765625,5790.14062793729
281,0106,106.0,CAREFREE,0106,610,547,0.896721,DEM,1389,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,33105314.7539063,39153.1170322731
282,0098,98.0,CAMPBELL PARK,0098,593,422,0.711635,DEM,1389,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,3901358.64453125,9711.34297708001
283,0163,163.0,CORDES,0163,901,496,0.550499,DEM,1389,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,7773885.69140625,12204.4073333628
284,0854,854.0,TUMBLEWEED,0854,1579,637,0.403419,DEM,1389,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,5559803.90234375,11479.1910449457
285,0693,693.0,RITTENHOUSE,0693,858,582,0.678321,DEM,1389,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,12085216.7148438,16698.516076478
286,0912,912.0,WIKIEUP,0912,387,245,0.633074,DEM,1389,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,2066578.27734375,6158.08226656059
287,0659,659.0,POWDERHORN RANCH,0659,183,144,0.786885,DEM,1389,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,2315879.3671875,6714.64903676202
288,0717,717.0,SAHUARO RANCH,0717,570,351,0.615789,DEM,1389,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,3611168.60546875,7609.94506146077
289,0895,895.0,WESTBROOK,0895,735,598,0.813605,DEM,1389,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,5276064.2734375,9199.97540944051
290,0499,499.0,MAYFLOWER,0499,1390,1064,0.765467,DEM,1389,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,3818105.55078125,7817.4854395429
291,0916,916.0,WILLIAMS FIELD,0916,552,355,0.643115,DEM,1389,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,54304796.515625,34282.3129416477
292,0103,103.0,CANYON SPRINGS,0103,379,279,0.736147,DEM,1389,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,10189673.1914063,21641.7758216627
293,0740,740.0,SENNIA VISTA,0740,1619,786,0.485484,DEM,1389,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,11603921.3046875,18425.2572498533
294,0875,875.0,VINEYARD,0875,1205,854,0.708713,DEM,1389,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,11140003.8671875,13508.178119349
295,0689,689.0,RIO MONTANA,0689,492,369,0.75,DEM,1389,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,7486360.2890625,14771.8071012213
296,0387,387.0,HORSESHOE,0387,927,667,0.719525,DEM,1389,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,5587538.93359375,9717.35727289586
297,0292,292.0,FOXWOOD,0292,523,396,0.75717,DEM,1389,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,2713051.3828125,6665.45517381977
298,0485,485.0,MANISTEE,0485,612,312,0.509803,DEM,1389,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,4386771.93359375,10366.2874190861
299,0313,313.0,GILA,0313,1171,770,0.657557,DEM,1389,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,4963133.7265625,11217.4525904136
300,0469,469.0,LOS GATOS,0469,897,711,0.792642,DEM,1389,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,7520170.02734375,11746.5573562567
301,0746,746.0,SHADY GLEN,0746,559,328,0.586762,DEM,1389,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,3349302.984375,7341.03862729964
302,0311,311.0,GETTY,0311,601,350,0.582362,DEM,1389,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,25372598.0703125,29174.126310193
303,0644,644.0,PINNACLE PEAK,0644,637,555,0.871271,DEM,1389,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,109187964.742188,60872.84650126
304,0899,899.0,WESTWARD HO,0899,1995,1415,0.709273,DEM,1389,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,4195690.30078125,10075.2881495972
305,0429,429.0,LAKEVIEW,0429,327,281,0.859327,DEM,1389,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,2935639.734375,7884.46272145215
306,0344,344.0,GUERRERO,0344,1023,522,0.510263,DEM,1389,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,5501720.234375,11499.0413757703
307,0738,738.0,SCUDDER,0738,1279,963,0.752931,DEM,1389,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,3837729.9375,8039.91183440149
308,0886,886.0,WATER WORKS,0886,994,748,0.752515,DEM,1389,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,2943685.25,11667.8161298515
309,0420,420.0,KINGS,0420,1063,600,0.56444,DEM,1389,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,5677031.82421875,9831.14293325963
310,0671,671.0,RAINTREE,0671,564,396,0.702127,DEM,1389,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,2444382.22265625,6444.36018870836
311,0109,109.0,CAROL ANN,0109,876,526,0.600456,DEM,1389,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,6416236.37109375,11535.8832787339
312,0406,406.0,JOSHUA TREE,0406,1018,811,0.79666,DEM,1389,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,7955480.4375,12031.6320225768
313,0790,790.0,STELLAR,0790,1361,1004,0.737692,DEM,1389,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,6781523.57421875,11937.4134678315
314,0079,79.0,BROOKS FARM,0079,631,466,0.73851,DEM,1389,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,9451995.140625,13587.1584452876
315,0582,582.0,OAKWOOD COUNTRY CLUB,0582,1028,934,0.90856,DEM,1389,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,7380507.03125,11430.6376978051
316,0349,349.0,HAPPY VALLEY,0349,567,414,0.730158,DEM,1389,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,6353231.42578125,10716.2669007416
317,0518,518.0,MILLS,0518,347,203,0.585014,DEM,1389,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,1938449.953125,5906.28937133726
318,0324,324.0,GOLDEN EAGLE,0324,815,711,0.872392,DEM,1389,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,25901979.265625,23230.5197649288
319,0039,39.0,ASTER,0039,490,383,0.781632,DEM,1389,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,4434866.65234375,8835.82887632854
320,0269,269.0,ESCUDA,0269,307,208,0.677524,DEM,1389,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,1804135.55078125,5777.74216805508
321,0769,769.0,SONOQUI,0769,554,366,0.660649,DEM,1389,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,21858246.2460938,19111.1092477172
322,0107,107.0,CARL,0107,1294,599,0.462905,DEM,1389,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,3660949.05859375,7653.24389940833
323,0745,745.0,SHADOW ROCK,0745,726,617,0.849862,DEM,1389,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,5998299.16796875,13827.2976766747
324,0342,342.0,GROVES,0342,885,650,0.734463,DEM,1389,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,9498796.82421875,18277.7562475074
325,0133,133.0,CITRUS GARDENS,0133,942,652,0.692144,DEM,1389,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,3722774.703125,7716.10056315385
326,0817,817.0,SUNSET RIDGE,0817,313,218,0.696485,DEM,1389,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,2804284.2109375,9607.34221241201
327,0935,935.0,ZUNI HILLS,0935,1047,742,0.708691,DEM,1389,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,19216562.7539063,29818.3097929859
328,0862,862.0,VALENCIA,0862,154,81,0.525974,DEM,1389,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,6081602.75390625,10634.61045195
329,0435,435.0,LARKSPUR,0435,298,227,0.761744,DEM,1389,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,949021.70703125,3896.0250720649
330,0522,522.0,MISSION,0522,984,701,0.712398,DEM,1389,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,3748676.9453125,7732.3672897855
331,0763,763.0,SKY HAWK,0763,289,274,0.948096,DEM,1389,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,2740899.5078125,7913.39047223553
332,0818,818.0,SUNUP,0818,555,340,0.612612,DEM,1389,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,2151032.453125,6748.4187582954
333,0548,548.0,NICOLET,0548,788,446,0.565989,DEM,1389,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,2897114.828125,8165.62548808988
334,0804,804.0,SUNCLIFF,0804,564,363,0.643617,DEM,1389,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,3755056.3515625,7746.11725419549
335,0225,225.0,DEVONSHIRE,0225,1629,1024,0.628606,DEM,1389,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,8819170.41015625,13393.7359196315
336,0433,433.0,LANTANA CANYON,0433,648,457,0.705246,DEM,1389,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,7898206.04296875,12492.0307277598
337,0298,298.0,FULTON RANCH,0298,945,729,0.771428,DEM,1389,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,8419560.37109375,12597.2973718499
338,0515,515.0,MICHELLE,0515,345,213,0.617391,DEM,1389,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,1859346.4921875,5776.36478781803
339,0723,723.0,SAN MICHELLE,0723,1098,752,0.684881,DEM,1389,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,8950523.19921875,16793.9252800759
340,0646,646.0,PINON,0646,1095,746,0.681278,DEM,1389,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,5649111.92578125,9883.56751868812
341,0614,614.0,PAPAGO PARK,0614,591,364,0.615905,DEM,1389,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,10854986.375,16285.8262568091
342,0903,903.0,WHITE TANK,0903,41,33,0.804878,DEM,1389,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,474294746.109375,115284.638663391
343,0381,381.0,HOLMES,0381,1472,639,0.434103,DEM,1389,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,4357690.625,9012.14980313917
344,0833,833.0,TIERRA ESTE,0833,419,288,0.68735,DEM,1389,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,2775396.03125,8503.19680783853
345,0706,706.0,ROSE,0706,967,542,0.560496,DEM,1389,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,3730337.16015625,7726.14341161762
346,0480,480.0,MADRID,0480,1173,537,0.4578,DEM,1389,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,8735902.78125,14378.9154392481
347,0654,654.0,PONDEROSA,0654,515,287,0.557281,DEM,1389,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,3567234.4765625,7548.08638107738
348,0655,655.0,PORT ROYALE,0655,679,438,0.645066,DEM,1389,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,3611752.96875,7628.54543765867
349,0678,678.0,REDSTONE,0678,597,547,0.916247,DEM,1389,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,11727760.3984375,17527.5001510204
350,0600,600.0,PALISADES,0600,578,489,0.84602,DEM,1389,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,11206384.9296875,15898.31440671
351,0124,124.0,CHEATHAM,0124,1048,680,0.648854,DEM,1389,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,3666848.078125,7736.50532796166
352,0116,116.0,CAVE CREEK,0116,705,564,0.8,DEM,1389,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,364363444.925781,94805.7700923287
353,0215,215.0,DESERT MIRAGE,0215,843,499,0.591933,DEM,1389,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,3710675.1875,7705.80093317914
354,0661,661.0,PRASADA,0661,335,267,0.797014,DEM,1389,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,11067751.9414063,15166.5782883155
355,0035,35.0,ARTESIAN,0035,751,541,0.720372,DEM,1389,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,2685979.9140625,6693.38961105096
356,0207,207.0,DESERT BLOSSOM,0207,463,357,0.771058,DEM,1389,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,6310259.31640625,11803.7475523924
