OBJECTID,BdVal,PctNum,BdName,ElectPct,Requests,Returns,PercentReturned,Party,ELECTNO_1,ELECTDATE,ELECTTTL,ELECTTL2,SHAPE__Area,SHAPE__Length
230,0438,438.0,LAS SENDAS,0438,697,506,0.725968,DEM,1389,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,8049380.31640625,13564.2396271053
231,0243,243.0,DURANGO,0243,805,364,0.452173,DEM,1389,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,13097434.3867188,20692.1726755597
232,0856,856.0,TURNEY,0856,1771,1080,0.609824,DEM,1389,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,3280616.0,9784.8594635323
233,0761,761.0,SILVERADO,0761,1865,891,0.477747,DEM,1389,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,5631672.390625,10614.4625289834
234,0150,150.0,COLTER,0150,634,276,0.435331,DEM,1389,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,1933797.484375,6009.97148873666
235,0045,45.0,AVONDALE,0045,660,256,0.387878,DEM,1389,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,5487217.48828125,11886.7484290376
236,0692,692.0,RIO VERDE,0692,791,641,0.810366,DEM,1389,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,77250256.328125,64983.4573847145
237,0495,495.0,MARTIN,0495,217,113,0.520737,DEM,1389,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,275559422.914063,87332.746833537
238,0400,400.0,JANICE,0400,630,383,0.607936,DEM,1389,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,3160144.92578125,8160.06316323285
239,0318,318.0,GLENCROFT,0318,804,391,0.486318,DEM,1389,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,3578921.94921875,7576.42048510864
240,0898,898.0,WESTRIDGE,0898,1089,326,0.299357,DEM,1389,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,16712013.4023438,19126.1107821222
